keep,query_id,type,query,overlap,passage_id,evidence,passage_text
TRUE,ood_q0132,low_overlap,Жоғары деңгейдегі кездесу барысында жасы үлкейіп жатқан Кавказ елінің басшысы кім?,0.182,akorda_007_p01,,"ауа мен сапалы суға, бүлінбеген топырақ пен сенімді азық-түлік жүйесіне, қоғамның тұрақтылығына және ұрпақтың келешегіне қатысты болып отыр. Жалпы ақыл-ойдың тұнықтығы, қоғамдағы үйлесім мен адами бақыт та осыған саяды. Ал экология дегеніміз - Жер бетіндегі тіршілікке жауапкершілікпен қарайтын саналы өмір салты. Сондықтан бүгінгі саммит дер кезінде ұйымдастырылып отыр. Бауырлас елдердің көшбасшыларына - Өзбекстан Президенті Шавкат Мирзиёевке, Қырғызстан Президенті Садыр Жапаровқа, Тәжікстан Президенті Эмомали Рахмонға, Түрікменстан Президенті Сердар Бердімұхамедовке, елімізге мемлекеттік сапармен келген Моңғолия Президенті Ухнаагийн Хурэлсухке, бүгін туған күнін атап өтіп жатқан Армения Президенті Ваагн Хачатурянға, Грузия Президенті Михаил Кавелашвилиге, сонымен қатар Ресейден, Әзербайжаннан, Беларусьтен, Сербиядан, Пәкістаннан және басқа да көптеген мемлекеттен келген жоғары мәртебелі меймандарға форумға қатысқаны үшін алғыс айтамын. Біріккен Ұлттар Ұйымы агенттіктерінің, Қоршаған ортаны қорғау жөніндегі конвенцияның,"
TRUE,ood_q0133,factoid,Дамыған елдер қазіргі экологиялық стандарттарға қандай ұзаққа созылған үдерістің нәтижесінде жеткенін естен шығармау керек?,0.929,akorda_007_p04,,"әлемнің ақиқатын қаперге алғаны жөн. Біз БҰҰ Жарғысындағы қағидаттарды халықаралық қарулы қақтығыстарға қатысты өз ыңғайымызға қарай қолданудан аулақ болуымыз қажет. Сонымен қатар көпжақты институттарға деген сенімге селкеу түспеуі керек. Дегенмен маңызды халықаралық мәселелерді шешуге олардың абырой-беделі жетпей жатқаны өкінішті. Менің ойымша, экология мәселесінде таңдаулыларға басымдық беру әбестік. Көп жағдайда экологиялық күн тәртібін әзірлеу немесе қалыптастыру барысында түрлі аймақтар мен елдердің, әсіресе, экономикалық әлеуетін нығайтуға ден қойған дамушы мемлекеттердің қажеттіліктері мүлдем ескерілмейді. Алайда дамыған елдер қазіргі экологиялық стандарттарға индустрияландырудың ұзаққа созылған үдерісінің нәтижесінде жеткенін естен шығармайық. Сондықтан жаһандық экологиялық модельге көшу үрдісі әділ, теңгерімді және ынталандырушы сипатта өрбуге тиіс. Баршамыз ақылға қонымды, мұқият ойластырылған прагматикалық тәсілге жүгінуіміз керек. Сонда ғана мемлекеттер орнықты даму қағидаттарына сай алға жылжып, өзінің экономикалық өсімі мен"
TRUE,ood_q0134,paraphrase,Бай мемлекеттер табиғатты қорғаудың жоғары өлшемдеріне қандай өндірістік саты арқылы қол жеткізді?,0.083,akorda_007_p04,,"әлемнің ақиқатын қаперге алғаны жөн. Біз БҰҰ Жарғысындағы қағидаттарды халықаралық қарулы қақтығыстарға қатысты өз ыңғайымызға қарай қолданудан аулақ болуымыз қажет. Сонымен қатар көпжақты институттарға деген сенімге селкеу түспеуі керек. Дегенмен маңызды халықаралық мәселелерді шешуге олардың абырой-беделі жетпей жатқаны өкінішті. Менің ойымша, экология мәселесінде таңдаулыларға басымдық беру әбестік. Көп жағдайда экологиялық күн тәртібін әзірлеу немесе қалыптастыру барысында түрлі аймақтар мен елдердің, әсіресе, экономикалық әлеуетін нығайтуға ден қойған дамушы мемлекеттердің қажеттіліктері мүлдем ескерілмейді. Алайда дамыған елдер қазіргі экологиялық стандарттарға индустрияландырудың ұзаққа созылған үдерісінің нәтижесінде жеткенін естен шығармайық. Сондықтан жаһандық экологиялық модельге көшу үрдісі әділ, теңгерімді және ынталандырушы сипатта өрбуге тиіс. Баршамыз ақылға қонымды, мұқият ойластырылған прагматикалық тәсілге жүгінуіміз керек. Сонда ғана мемлекеттер орнықты даму қағидаттарына сай алға жылжып, өзінің экономикалық өсімі мен"
TRUE,ood_q0135,low_overlap,Өркениетті елдер қатаң жасыл нормаларды орнатпас бұрын экономикасында қандай процесті бастан өткерді?,0.167,akorda_007_p04,,"әлемнің ақиқатын қаперге алғаны жөн. Біз БҰҰ Жарғысындағы қағидаттарды халықаралық қарулы қақтығыстарға қатысты өз ыңғайымызға қарай қолданудан аулақ болуымыз қажет. Сонымен қатар көпжақты институттарға деген сенімге селкеу түспеуі керек. Дегенмен маңызды халықаралық мәселелерді шешуге олардың абырой-беделі жетпей жатқаны өкінішті. Менің ойымша, экология мәселесінде таңдаулыларға басымдық беру әбестік. Көп жағдайда экологиялық күн тәртібін әзірлеу немесе қалыптастыру барысында түрлі аймақтар мен елдердің, әсіресе, экономикалық әлеуетін нығайтуға ден қойған дамушы мемлекеттердің қажеттіліктері мүлдем ескерілмейді. Алайда дамыған елдер қазіргі экологиялық стандарттарға индустрияландырудың ұзаққа созылған үдерісінің нәтижесінде жеткенін естен шығармайық. Сондықтан жаһандық экологиялық модельге көшу үрдісі әділ, теңгерімді және ынталандырушы сипатта өрбуге тиіс. Баршамыз ақылға қонымды, мұқият ойластырылған прагматикалық тәсілге жүгінуіміз керек. Сонда ғана мемлекеттер орнықты даму қағидаттарына сай алға жылжып, өзінің экономикалық өсімі мен"
TRUE,ood_q0136,factoid,Мамыр айының ортасында Түркістанда қандай ұйымның аясында маңызды жиын өтті?,0.6,akorda_009_p02,,"жақсы білесіздер. Мен осы жерде ""Адал азамат"" тұжырымдамасын алғаш рет жарияладым. Мамыр айының ортасында Түркістанда Түркі мемлекеттері ұйымының аясындағы тиісті мемлекеттер басшыларының ең жоғары деңгейдегі жиыны жоспарланып отыр. Бұл - қазіргі әлемдегі құбылмалы ахуалда өткізілетін өте маңызды халықаралық шара. Үкімет пен әкімдік осы жиынды мінсіз ұйымдастыруға мән беруі керек. Көне шаһардың бірегей тарихи келбетін сақтау, мәдени мұрасын қорғау және жалпы осы облысты тұрақты дамыту - еліміз үшін маңызы зор міндеттердің бірі. Мен өзім Мемлекет басшысы ретінде бұл мәселеге айрықша мән беремін. Бір жыл бұрын Түркістан қаласының ерекше мәртебесі туралы арнайы Заң қабылдадық. Бүгінде облыстың даму қарқыны жалпы жақсы деп айтуға болады, көптеген жұмыс істеліп жатыр. Әкім Нұралхан Көшеров белсенді түрде жұмысқа кірісті, өзі жергілікті ахуалмен таныс, жұмысының нәтижесі сәтті болады"
TRUE,ood_q0137,paraphrase,Киелі шаһарда халықаралық деңгейдегі беделді арттырған қандай шара ұйымдастырылды?,0.556,akorda_009_p02,,"жақсы білесіздер. Мен осы жерде ""Адал азамат"" тұжырымдамасын алғаш рет жарияладым. Мамыр айының ортасында Түркістанда Түркі мемлекеттері ұйымының аясындағы тиісті мемлекеттер басшыларының ең жоғары деңгейдегі жиыны жоспарланып отыр. Бұл - қазіргі әлемдегі құбылмалы ахуалда өткізілетін өте маңызды халықаралық шара. Үкімет пен әкімдік осы жиынды мінсіз ұйымдастыруға мән беруі керек. Көне шаһардың бірегей тарихи келбетін сақтау, мәдени мұрасын қорғау және жалпы осы облысты тұрақты дамыту - еліміз үшін маңызы зор міндеттердің бірі. Мен өзім Мемлекет басшысы ретінде бұл мәселеге айрықша мән беремін. Бір жыл бұрын Түркістан қаласының ерекше мәртебесі туралы арнайы Заң қабылдадық. Бүгінде облыстың даму қарқыны жалпы жақсы деп айтуға болады, көптеген жұмыс істеліп жатыр. Әкім Нұралхан Көшеров белсенді түрде жұмысқа кірісті, өзі жергілікті ахуалмен таныс, жұмысының нәтижесі сәтті болады"
TRUE,ood_q0138,low_overlap,Бауырлас елдердің байланысын нығайтқан басқосу көктемде қай ұйымның шеңберінде өтті?,0.0,akorda_009_p02,,"жақсы білесіздер. Мен осы жерде ""Адал азамат"" тұжырымдамасын алғаш рет жарияладым. Мамыр айының ортасында Түркістанда Түркі мемлекеттері ұйымының аясындағы тиісті мемлекеттер басшыларының ең жоғары деңгейдегі жиыны жоспарланып отыр. Бұл - қазіргі әлемдегі құбылмалы ахуалда өткізілетін өте маңызды халықаралық шара. Үкімет пен әкімдік осы жиынды мінсіз ұйымдастыруға мән беруі керек. Көне шаһардың бірегей тарихи келбетін сақтау, мәдени мұрасын қорғау және жалпы осы облысты тұрақты дамыту - еліміз үшін маңызы зор міндеттердің бірі. Мен өзім Мемлекет басшысы ретінде бұл мәселеге айрықша мән беремін. Бір жыл бұрын Түркістан қаласының ерекше мәртебесі туралы арнайы Заң қабылдадық. Бүгінде облыстың даму қарқыны жалпы жақсы деп айтуға болады, көптеген жұмыс істеліп жатыр. Әкім Нұралхан Көшеров белсенді түрде жұмысқа кірісті, өзі жергілікті ахуалмен таныс, жұмысының нәтижесі сәтті болады"
TRUE,ood_q0139,factoid,Нағыз отаншыл азамат ең алдымен өз жұмысын қалай орындауы керек?,0.875,akorda_009_p09,,"Бұл да ақиқат десек, орынды болар. Нағыз отаншыл азамат дегеніміз, бұл - ең алдымен өз жұмысын адал орындап, адал еңбек етіп жатқан адам. Адал еңбекпен келген табыс берекелі болады. Жалқау, еріншек адам ешқашан отаншыл азамат бола алмайды. Қоғамымызға жалаң ұран, бос әңгіме, құрғақ уәде, қызыл сөз керек емес, нақты іс қажет. Отаншылдық дегеніміз - әдемі сөз сөйлеп, жұрт алдында керемет болып көріну емес, бұл - ең алдымен елге пайда әкелу, Отанға деген адалдықты нақты іспен көрсету. Балабақшада, мектепте, университетте, ғылым институтында, емханада, өндіріс мекемесінде, сауда және қызмет көрсету орындарында, тіпті, мемлекеттік қызмет пен әскери саланың өзін айтпағанда, барлық саладағы басты құндылық - адал еңбек, адал қызмет болуға тиіс. Осы мақсатпен өткен жылды бүкіл ел болып жұмысшы мамандықтарын дәріптеуге, оларға құрмет"
TRUE,ood_q0140,paraphrase,Патриот адамның қоғамдағы басты көрінісі мен әрекеті қандай болуы тиіс?,0.4,akorda_009_p09,,"Бұл да ақиқат десек, орынды болар. Нағыз отаншыл азамат дегеніміз, бұл - ең алдымен өз жұмысын адал орындап, адал еңбек етіп жатқан адам. Адал еңбекпен келген табыс берекелі болады. Жалқау, еріншек адам ешқашан отаншыл азамат бола алмайды. Қоғамымызға жалаң ұран, бос әңгіме, құрғақ уәде, қызыл сөз керек емес, нақты іс қажет. Отаншылдық дегеніміз - әдемі сөз сөйлеп, жұрт алдында керемет болып көріну емес, бұл - ең алдымен елге пайда әкелу, Отанға деген адалдықты нақты іспен көрсету. Балабақшада, мектепте, университетте, ғылым институтында, емханада, өндіріс мекемесінде, сауда және қызмет көрсету орындарында, тіпті, мемлекеттік қызмет пен әскери саланың өзін айтпағанда, барлық саладағы басты құндылық - адал еңбек, адал қызмет болуға тиіс. Осы мақсатпен өткен жылды бүкіл ел болып жұмысшы мамандықтарын дәріптеуге, оларға құрмет"
TRUE,ood_q0141,low_overlap,Ел Президенті патриотизмді қандай нақты іс-әрекетпен байланыстырады?,0.167,akorda_009_p09,,"Бұл да ақиқат десек, орынды болар. Нағыз отаншыл азамат дегеніміз, бұл - ең алдымен өз жұмысын адал орындап, адал еңбек етіп жатқан адам. Адал еңбекпен келген табыс берекелі болады. Жалқау, еріншек адам ешқашан отаншыл азамат бола алмайды. Қоғамымызға жалаң ұран, бос әңгіме, құрғақ уәде, қызыл сөз керек емес, нақты іс қажет. Отаншылдық дегеніміз - әдемі сөз сөйлеп, жұрт алдында керемет болып көріну емес, бұл - ең алдымен елге пайда әкелу, Отанға деген адалдықты нақты іспен көрсету. Балабақшада, мектепте, университетте, ғылым институтында, емханада, өндіріс мекемесінде, сауда және қызмет көрсету орындарында, тіпті, мемлекеттік қызмет пен әскери саланың өзін айтпағанда, барлық саладағы басты құндылық - адал еңбек, адал қызмет болуға тиіс. Осы мақсатпен өткен жылды бүкіл ел болып жұмысшы мамандықтарын дәріптеуге, оларға құрмет"
TRUE,ood_q0142,factoid,Ауылдағы шаруаларға жағдай жасау үшін мемлекет бюджетінен қанша субсидия бөлінді?,0.9,akorda_009_p24,,"қосылды. Ауылдағы шаруаларға жағдай жасау үшін мемлекет бюджетінен 1 триллион теңгеден астам субсидия бөлінді. Мұндай қолдау Тәуелсіздік тарихында бұрын-соңды болмаған. Алайда, біз ауыл шаруашылығының тиімділігін күшейтуіміз керек. Бұл саладағы өндірістің құнын ұлғайту қажет. Биыл 222 су шаруашылығы нысаны салынып, жаңғыртылып жатыр. Еліміздегі 37 жылу электр станциясы жөнделуде. Сонымен қатар Көкшетау, Семей және Өскемен қалаларында жаңа жылу электр станциялары салынатын болады. Биыл 440 қосалқы станция және 17 мың шақырымнан астам электр желісі жаңартылады. Былтыр 1500 шақырым темір жол салынып, жөндеуден өтті. Бұл да рекордтық көрсеткіш. Биыл 3700 шақырымнан астам жаңа теміржол желісі төселіп, іске қосылады. Ал автокөлік жолдарына келсек, былтыр жалпы ұзындығы 13 мың, соның ішінде жергілікті маңызы бар 3 мың шақырым тас жол жөндеуден өтті. Биыл тағы 2300 шақырымға созылатын"
TRUE,ood_q0143,paraphrase,Диқандар мен малшыларды қолдау мақсатында қазынадан қандай көлемде қаржы бөлінді?,0.2,akorda_009_p24,,"қосылды. Ауылдағы шаруаларға жағдай жасау үшін мемлекет бюджетінен 1 триллион теңгеден астам субсидия бөлінді. Мұндай қолдау Тәуелсіздік тарихында бұрын-соңды болмаған. Алайда, біз ауыл шаруашылығының тиімділігін күшейтуіміз керек. Бұл саладағы өндірістің құнын ұлғайту қажет. Биыл 222 су шаруашылығы нысаны салынып, жаңғыртылып жатыр. Еліміздегі 37 жылу электр станциясы жөнделуде. Сонымен қатар Көкшетау, Семей және Өскемен қалаларында жаңа жылу электр станциялары салынатын болады. Биыл 440 қосалқы станция және 17 мың шақырымнан астам электр желісі жаңартылады. Былтыр 1500 шақырым темір жол салынып, жөндеуден өтті. Бұл да рекордтық көрсеткіш. Биыл 3700 шақырымнан астам жаңа теміржол желісі төселіп, іске қосылады. Ал автокөлік жолдарына келсек, былтыр жалпы ұзындығы 13 мың, соның ішінде жергілікті маңызы бар 3 мың шақырым тас жол жөндеуден өтті. Биыл тағы 2300 шақырымға созылатын"
TRUE,ood_q0144,low_overlap,Агроөнеркәсіп кешенін дамытуға бағытталған бұрын-соңды болмаған үкіметтік көмектің мөлшері қандай?,0.273,akorda_009_p24,,"қосылды. Ауылдағы шаруаларға жағдай жасау үшін мемлекет бюджетінен 1 триллион теңгеден астам субсидия бөлінді. Мұндай қолдау Тәуелсіздік тарихында бұрын-соңды болмаған. Алайда, біз ауыл шаруашылығының тиімділігін күшейтуіміз керек. Бұл саладағы өндірістің құнын ұлғайту қажет. Биыл 222 су шаруашылығы нысаны салынып, жаңғыртылып жатыр. Еліміздегі 37 жылу электр станциясы жөнделуде. Сонымен қатар Көкшетау, Семей және Өскемен қалаларында жаңа жылу электр станциялары салынатын болады. Биыл 440 қосалқы станция және 17 мың шақырымнан астам электр желісі жаңартылады. Былтыр 1500 шақырым темір жол салынып, жөндеуден өтті. Бұл да рекордтық көрсеткіш. Биыл 3700 шақырымнан астам жаңа теміржол желісі төселіп, іске қосылады. Ал автокөлік жолдарына келсек, былтыр жалпы ұзындығы 13 мың, соның ішінде жергілікті маңызы бар 3 мың шақырым тас жол жөндеуден өтті. Биыл тағы 2300 шақырымға созылатын"
TRUE,ood_q0145,paraphrase,Заң шығарушы органға билік институттары мен елордаға қатысты қандай құжаттар жолданады?,0.455,akorda_010_p09,,"жүзеге асырудың негізгі бағыттары мен шараларын айқындайды. Көп ұзамай Парламент қарауына Президент, Құрылтай, Халық Кеңесі, Астананың мәртебесі және еліміздің әкімшілік-аумақтық құрылысы туралы жаңа бес конституциялық заң енгізіледі. Сонымен қатар сегіз конституциялық заңға және 60-тан астам заңға, соның ішінде негізгі кодекстерге түзетулер енгізу қажет. Заң шығару үдерісі алдағы парламент сайлауымен қатар жүреді. Сайлауды жаңа сессияның ашылуына дейін өткізу жоспарланып отыр. Сол уақытқа дейін тиісті заңнамалық база әзірлеуді толықтай аяқтаған жөн. Елімізді құқықтық және саяси тұрғыдан түбегейлі жаңғырту жыл соңына дейін, тіпті, келесі жылы да жалғасуы мүмкін. Алдымызда қазіргі билік институттарын реформалап, жаңасын құру, сондай-ақ олардың құрылымы мен кадрлық құрамын өзгерту міндеті тұр. Конституцияның тың қағидаттары құқықтық, экономикалық, қоғамдық-саяси өміріміздің, басқаша айтқанда, тұтас тыныс-тіршілігіміздің ажырамас бөлшегіне айналады. Халық Конституциясы - стратегиялық сенім"
TRUE,ood_q0146,low_overlap,Жаңа конституциялық нормаларды бекітетін қандай негізгі заң жобалары қаралуға дайындалуда?,0.4,akorda_010_p09,,"жүзеге асырудың негізгі бағыттары мен шараларын айқындайды. Көп ұзамай Парламент қарауына Президент, Құрылтай, Халық Кеңесі, Астананың мәртебесі және еліміздің әкімшілік-аумақтық құрылысы туралы жаңа бес конституциялық заң енгізіледі. Сонымен қатар сегіз конституциялық заңға және 60-тан астам заңға, соның ішінде негізгі кодекстерге түзетулер енгізу қажет. Заң шығару үдерісі алдағы парламент сайлауымен қатар жүреді. Сайлауды жаңа сессияның ашылуына дейін өткізу жоспарланып отыр. Сол уақытқа дейін тиісті заңнамалық база әзірлеуді толықтай аяқтаған жөн. Елімізді құқықтық және саяси тұрғыдан түбегейлі жаңғырту жыл соңына дейін, тіпті, келесі жылы да жалғасуы мүмкін. Алдымызда қазіргі билік институттарын реформалап, жаңасын құру, сондай-ақ олардың құрылымы мен кадрлық құрамын өзгерту міндеті тұр. Конституцияның тың қағидаттары құқықтық, экономикалық, қоғамдық-саяси өміріміздің, басқаша айтқанда, тұтас тыныс-тіршілігіміздің ажырамас бөлшегіне айналады. Халық Конституциясы - стратегиялық сенім"
TRUE,ood_q0147,factoid,Жаңаөзен қаласын тұрақты ауыз сумен қамтамасыз ету үшін былтыр қай жерде су тұшыту зауыты іске қосылды?,0.867,akorda_011_p26,,"ірі мемлекет болғанымен, елімізде су көздері аз, тіпті, тапшы деуге болады. Сондықтан халыққа сапалы ауыз су беру, экономика салаларын су ресурсымен қамтамасыз ету еліміздің алдында тұрған стратегиялық маңызы бар міндеттер саналады. Былтыр Кендірліде су тұшыту зауыты іске қосылды, соның арқасында Жаңаөзен қаласы тұрақты ауыз сумен қамтылды. Биыл күзде Шардара су құбыры жұмыс істей бастайды, яғни, қаланың 30 мың тұрғынына таза ауыз су беріледі. Жалпы, мемлекет еліміздегі бүкіл су инфрақұрылымы жүйесін дамыту үшін нақты шаралар қабылдауда. Атап айтқанда, Түркістан облысындағы Көксарай су қоймасында жаңғырту жұмыстары басталды, сондай-ақ Қызылорда, Жамбыл облыстарында су қоймалары салынып жатыр. Ауыл шаруашылығына орасан зор пайда әкелетін осы жобалар келесі жылы аяқталып, ел кәдесіне жарай бастамақ. Биыл су шаруашылығы нысандарын салу және жаңғырту жұмыстары бойынша 220-дан астам жоба"
TRUE,ood_q0148,paraphrase,Маңғыстау өңіріндегі су тапшылығын жою үшін қай елді мекенде жаңа нысан ашылды?,0.273,akorda_011_p26,,"ірі мемлекет болғанымен, елімізде су көздері аз, тіпті, тапшы деуге болады. Сондықтан халыққа сапалы ауыз су беру, экономика салаларын су ресурсымен қамтамасыз ету еліміздің алдында тұрған стратегиялық маңызы бар міндеттер саналады. Былтыр Кендірліде су тұшыту зауыты іске қосылды, соның арқасында Жаңаөзен қаласы тұрақты ауыз сумен қамтылды. Биыл күзде Шардара су құбыры жұмыс істей бастайды, яғни, қаланың 30 мың тұрғынына таза ауыз су беріледі. Жалпы, мемлекет еліміздегі бүкіл су инфрақұрылымы жүйесін дамыту үшін нақты шаралар қабылдауда. Атап айтқанда, Түркістан облысындағы Көксарай су қоймасында жаңғырту жұмыстары басталды, сондай-ақ Қызылорда, Жамбыл облыстарында су қоймалары салынып жатыр. Ауыл шаруашылығына орасан зор пайда әкелетін осы жобалар келесі жылы аяқталып, ел кәдесіне жарай бастамақ. Биыл су шаруашылығы нысандарын салу және жаңғырту жұмыстары бойынша 220-дан астам жоба"
TRUE,ood_q0149,low_overlap,Тұрғындарды сумен қамту мәселесін шешу үшін қандай индустриялық құрылғы қай өңірде іске қосылды?,0.385,akorda_011_p26,,"ірі мемлекет болғанымен, елімізде су көздері аз, тіпті, тапшы деуге болады. Сондықтан халыққа сапалы ауыз су беру, экономика салаларын су ресурсымен қамтамасыз ету еліміздің алдында тұрған стратегиялық маңызы бар міндеттер саналады. Былтыр Кендірліде су тұшыту зауыты іске қосылды, соның арқасында Жаңаөзен қаласы тұрақты ауыз сумен қамтылды. Биыл күзде Шардара су құбыры жұмыс істей бастайды, яғни, қаланың 30 мың тұрғынына таза ауыз су беріледі. Жалпы, мемлекет еліміздегі бүкіл су инфрақұрылымы жүйесін дамыту үшін нақты шаралар қабылдауда. Атап айтқанда, Түркістан облысындағы Көксарай су қоймасында жаңғырту жұмыстары басталды, сондай-ақ Қызылорда, Жамбыл облыстарында су қоймалары салынып жатыр. Ауыл шаруашылығына орасан зор пайда әкелетін осы жобалар келесі жылы аяқталып, ел кәдесіне жарай бастамақ. Биыл су шаруашылығы нысандарын салу және жаңғырту жұмыстары бойынша 220-дан астам жоба"
TRUE,ood_q0150,factoid,Бүгінгі таңда еліміздегі тұрғындардың саны қанша миллионнан асты?,0.75,akorda_011_p31,,"басына шаққанда ең жоғары құрылыс ауқымы. Қаладағы 520 мыңнан астам, ал ауылдағы 70 мыңға жуық отбасы баспаналы болды. Сонымен қатар әлеуметтік инфрақұрылым да дамып жатыр. Соңғы жылдары мыңдаған заманауи мектеп және медицина, мәдениет, спорт нысандары салынып, күрделі жөндеуден өтті. Шын мәнінде, қазіргі таңда еліміз үлкен бір құрылыс алаңына айналды деуге болады. Қай жаққа қарасаңыз да құрылыс, жөндеу жұмыстары жүріп жатыр. Мұны аймақтарға жиі баратын, елімізді жиі аралайтын азаматтар көріп, біліп жүр. Мен еліміздің ең басты байлығы - адамдар екенін үнемі айтамын. Өздеріңізге мәлім, халқымыздың саны тұрақты түрде өсіп келеді. Бүгінде біз 20,5 миллионнан астық. Бірақ мәселе тұрғындардың санында емес, адам капиталының сапасында. Қазақстан өз азаматтарына әрдайым қамқорлық танытып, әлеуметтік мемлекет ретіндегі мәртебесін нығайтып келеді. Қазіргі таңда мемлекеттік бюджеттің 50 пайыздан"
TRUE,ood_q0151,paraphrase,Қазақстан халқының саны қазіргі уақытта қандай межеге жетті?,0.5,akorda_011_p31,,"басына шаққанда ең жоғары құрылыс ауқымы. Қаладағы 520 мыңнан астам, ал ауылдағы 70 мыңға жуық отбасы баспаналы болды. Сонымен қатар әлеуметтік инфрақұрылым да дамып жатыр. Соңғы жылдары мыңдаған заманауи мектеп және медицина, мәдениет, спорт нысандары салынып, күрделі жөндеуден өтті. Шын мәнінде, қазіргі таңда еліміз үлкен бір құрылыс алаңына айналды деуге болады. Қай жаққа қарасаңыз да құрылыс, жөндеу жұмыстары жүріп жатыр. Мұны аймақтарға жиі баратын, елімізді жиі аралайтын азаматтар көріп, біліп жүр. Мен еліміздің ең басты байлығы - адамдар екенін үнемі айтамын. Өздеріңізге мәлім, халқымыздың саны тұрақты түрде өсіп келеді. Бүгінде біз 20,5 миллионнан астық. Бірақ мәселе тұрғындардың санында емес, адам капиталының сапасында. Қазақстан өз азаматтарына әрдайым қамқорлық танытып, әлеуметтік мемлекет ретіндегі мәртебесін нығайтып келеді. Қазіргі таңда мемлекеттік бюджеттің 50 пайыздан"
TRUE,ood_q0152,low_overlap,Біздің мемлекетте қазір қанша адам тұрады?,0.5,akorda_011_p31,,"басына шаққанда ең жоғары құрылыс ауқымы. Қаладағы 520 мыңнан астам, ал ауылдағы 70 мыңға жуық отбасы баспаналы болды. Сонымен қатар әлеуметтік инфрақұрылым да дамып жатыр. Соңғы жылдары мыңдаған заманауи мектеп және медицина, мәдениет, спорт нысандары салынып, күрделі жөндеуден өтті. Шын мәнінде, қазіргі таңда еліміз үлкен бір құрылыс алаңына айналды деуге болады. Қай жаққа қарасаңыз да құрылыс, жөндеу жұмыстары жүріп жатыр. Мұны аймақтарға жиі баратын, елімізді жиі аралайтын азаматтар көріп, біліп жүр. Мен еліміздің ең басты байлығы - адамдар екенін үнемі айтамын. Өздеріңізге мәлім, халқымыздың саны тұрақты түрде өсіп келеді. Бүгінде біз 20,5 миллионнан астық. Бірақ мәселе тұрғындардың санында емес, адам капиталының сапасында. Қазақстан өз азаматтарына әрдайым қамқорлық танытып, әлеуметтік мемлекет ретіндегі мәртебесін нығайтып келеді. Қазіргі таңда мемлекеттік бюджеттің 50 пайыздан"
TRUE,ood_q0153,factoid,Елімізде өмір сүру ұзақтығы алғаш рет қанша жасқа жетті?,0.889,akorda_011_p34,,"грант арқылы түсе алады. Мемлекет мұндай грант санын жыл сайын арттырып жатыр. Елімізде өмір сүру ұзақтығы алғаш рет 75,9 жасқа жетті. Бұл - осы аймақ елдері арасындағы ең жоғары көрсеткіш. 2023 жылдан бері ана өлімі 35 пайызға азайды. Ал сәби өлімі 20 пайызға қысқарып, тарихи тұрғыдан ең төмен деңгейге түсті. Соңғы жеті жылда 1259 денсаулық сақтау нысаны салынды. Соның ішінде ""Ауылда денсаулық сақтауды жаңғырту"" ұлттық жобасы аясында 655 нысан бой көтерді. Былтыр Астанада науқастарды емдейтін Протондық терапия орталығы ашылды. Бұл - біздің аймақтағы теңдессіз нысан. Сондай-ақ өткен жылы ""Аналар саулығы"" бағдарламасы іске қосылды. Әйелдердің денсаулығын қорғауға арналған бұл бағдарламаның да мән-маңызы айрықша. Менің тапсырмаммен 2021 жылдан бастап ""Аңсаған сәби"" бағдарламасы жүзеге асырылып жатқанын білесіздер. Соның аясында жыл сайынғы бөлінетін квота"
TRUE,ood_q0154,paraphrase,Қазақстандықтардың орташа өмір сүру ұзақтығы қандай межеге дейін көтерілді?,0.444,akorda_011_p34,,"грант арқылы түсе алады. Мемлекет мұндай грант санын жыл сайын арттырып жатыр. Елімізде өмір сүру ұзақтығы алғаш рет 75,9 жасқа жетті. Бұл - осы аймақ елдері арасындағы ең жоғары көрсеткіш. 2023 жылдан бері ана өлімі 35 пайызға азайды. Ал сәби өлімі 20 пайызға қысқарып, тарихи тұрғыдан ең төмен деңгейге түсті. Соңғы жеті жылда 1259 денсаулық сақтау нысаны салынды. Соның ішінде ""Ауылда денсаулық сақтауды жаңғырту"" ұлттық жобасы аясында 655 нысан бой көтерді. Былтыр Астанада науқастарды емдейтін Протондық терапия орталығы ашылды. Бұл - біздің аймақтағы теңдессіз нысан. Сондай-ақ өткен жылы ""Аналар саулығы"" бағдарламасы іске қосылды. Әйелдердің денсаулығын қорғауға арналған бұл бағдарламаның да мән-маңызы айрықша. Менің тапсырмаммен 2021 жылдан бастап ""Аңсаған сәби"" бағдарламасы жүзеге асырылып жатқанын білесіздер. Соның аясында жыл сайынғы бөлінетін квота"
